,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,stop_x,stop_y
478,LIVCOLE,1933,E LIVINGSTON AVE & COLLEGE AVE,,39.947926,-82.936419,,,,,,0,1130204.816024858,376654.8195711861
479,LIVCASE,1935,E LIVINGSTON AVE & S CASSINGHAM RD,,39.94776,-82.93288,,,,,,0,1130508.3751233823,376642.180942397
480,LIVROOE,1937,E LIVINGSTON AVE & S ROOSEVELT AVE,,39.94752,-82.928506,,,,,,0,1130883.6318499793,376622.72236787656
481,LIVBROE1,1940,E LIVINGSTON AVE & BROWNING AVE,,39.947193,-82.922477,,,,,,0,1131400.8713469491,376596.3564772514
482,LIVWELE,1941,E LIVINGSTON AVE & WELLESLEY RD,,39.947053,-82.919713,,,,,,0,1131637.980808825,376585.37952691107
483,LIVKELE1,1942,E LIVINGSTON AVE & S KELLNER RD,,39.946922,-82.917413,,,,,,0,1131835.3175065494,376574.6459904455
484,LIVJAME,1943,E LIVINGSTON AVE & S JAMES RD,,39.946781,-82.914972,,,,,,0,1132044.756771466,376563.042627126
485,LIVZETE,1945,E LIVINGSTON AVE & ZETTLER RD,,39.946517,-82.910144,,,,,,0,1132458.9728153194,376541.7588139025
486,LIVBARE,1946,E LIVINGSTON AVE & BARNETT RD,,39.946312,-82.906059,,,,,,0,1132809.406659917,376525.8038826474
487,LIVCUNE,1947,E LIVINGSTON AVE & CUNARD RD,,39.94606,-82.901894,,,,,,0,1133166.7973876928,376504.7959615636
488,LIVCOUE,1948,E LIVINGSTON AVE & COURTRIGHT RD,,39.945771,-82.896418,,,,,,0,1133636.5954698175,376481.8890479477
489,LIVBEEE,1949,E LIVINGSTON AVE & BEECHWOOD RD,,39.945653,-82.894211,,,,,,0,1133825.9431888324,376472.49719490064
490,LIVVILE,1950,E LIVINGSTON AVE & VILARDO LN,,39.945503,-82.89169,,,,,,0,1134042.263807131,376460.09142437123
491,LIVYEAE,1951,E LIVINGSTON AVE & S YEARLING RD,,39.94529,-82.887862,,,,,,0,1134370.7046240906,376442.90176156675
492,LIVBURE,1952,E LIVINGSTON AVE & BURLINGTON AVE,,39.945022,-82.883296,,,,,,0,1134762.4982639074,376420.8757858728
493,LIVGRAE,1953,E LIVINGSTON AVE & GRATTAN RD,,39.944832,-82.879774,,,,,,0,1135064.6753497,376405.75256685575
494,LIVHAME,1954,E LIVINGSTON AVE & S HAMILTON RD,,39.944647,-82.876709,,,,,,0,1135327.6872434618,376390.42663915805
495,LIVSHAE,1956,E LIVINGSTON AVE & SHADY LANE RD,,39.944362,-82.871636,,,,,,0,1135762.9651284746,376367.4292857415
496,MAISHAE,1962,E MAIN ST & SHADY LANE RD,,39.955218,-82.870853,,,,,,0,1135806.3489731355,377570.6168648853
497,MAICOUE,1963,E MAIN ST & COUNTRY CLUB RD,,39.955121,-82.867501,,,,,,0,1136093.712259198,377565.54732407443
498,LIVCOUNW,1970,E LIVINGSTON AVE & COUNTRY CLUB RD,,39.944344,-82.868668,,,,,,0,1136017.3043774858,376370.45423584396
499,LIVSHAW,1971,E LIVINGSTON AVE & SHADY LANE RD,,39.944474,-82.871041,,,,,,0,1135813.7005540435,376380.8338182358
500,LIVHAMW,1973,E LIVINGSTON AVE & S HAMILTON RD,0 E LIVINGSTON AVE & WESTPHAL AVE,39.945,-82.879853,,,,,,0,1135057.5418788039,376424.2189452121
501,LIVWESW,1975,E LIVINGSTON AVE & WESTPHAL AVE,,39.945181,-82.883452,,,,,,0,1134748.7877814253,376438.21701419936
502,LIVYEAW,1976,E LIVINGSTON AVE & S YEARLING RD,,39.945396,-82.887141,,,,,,0,1134432.250574562,376455.8425225847
503,LIVELDW,1977,E LIVINGSTON AVE & ELDERWOOD AVE,,39.94565,-82.891513,,,,,,0,1134057.1122779332,376476.6609039258
504,LIVBEEW,1978,E LIVINGSTON AVE & BEECHWOOD RD,,39.94583,-82.894819,,,,,,0,1133773.469548492,376491.0807210284
505,LIVCOURW,1979,E LIVINGSTON AVE & COURTRIGHT RD,,39.945984,-82.897582,,,,,,0,1133536.4076686401,376503.5357120414
506,LIVRANW,1980,E LIVINGSTON AVE & RAND AVE,,39.946214,-82.901942,,,,,,0,1133162.3551391885,376521.76576110336
507,LIVBARW,1983,E LIVINGSTON AVE & BARNETT RD,,39.946455,-82.906055,,,,,,0,1132809.4440693667,376541.64202628005
508,LIVHAMW1,1984,E LIVINGSTON AVE & S HAMPTON RD,,39.946755,-82.911858,,,,,,0,1132311.6137469497,376565.284888683
509,LIVJAMW,1985,E LIVINGSTON AVE & S JAMES RD,,39.946932,-82.915257,,,,,,0,1132020.018025207,376579.29174823815
510,LIVKENW,1986,E LIVINGSTON AVE & KENILWORTH PL,,39.947098,-82.918575,,,,,,0,1131735.3869198272,376592.225893104
511,LIVVERW,1990,E LIVINGSTON AVE & VERNON RD,,39.947688,-82.929326,,,,,,0,1130813.0230694949,376639.98693360575
512,LIVMONW,1991,E LIVINGSTON AVE & MONTROSE AVE,,39.947838,-82.932096,,,,,,0,1130575.382285484,376652.0896664066
513,FIS1247W,1992,1247 FISHINGER RD,,40.023663,-83.045965,,,,,,0,1120672.0107446578,384869.435469002
514,LIVCOLW,1994,E LIVINGSTON AVE & COLLEGE AVE,,39.948101,-82.936901,,,,,,0,1130163.1535114325,376673.4133679209
515,KIMBURE,1995,KIMBERLY PKWY N & BURGANDY LN,,39.922975,-82.893296,,,,,,0,1133953.154789133,373963.39790227846
516,LIVMAYW,1996,E LIVINGSTON AVE & MAYFIELD PL,,39.948295,-82.941002,,,,,,0,1129811.3880093745,376688.25935517566
517,LIVRHOW,1998,E LIVINGSTON AVE & RHOADS AVE,,39.948691,-82.948918,,,,,,0,1129132.3493591002,376719.3503703774
518,LIVFAIW,1999,E LIVINGSTON AVE & FAIRWOOD AVE,,39.948928,-82.953394,,,,,,0,1128748.3719005205,376738.4089038846
519,LIVLILW,2002,E LIVINGSTON AVE & LILLEY AVE,,39.949148,-82.957908,,,,,,0,1128361.1763678312,376755.54607054126
520,LIVLOCW,2005,E LIVINGSTON AVE & LOCKBOURNE RD,,39.949392,-82.962846,,,,,,0,1127937.6073696276,376774.6871437122
521,LIVWILW,2006,E LIVINGSTON AVE & WILSON AVE,,39.949613,-82.967516,,,,,,0,1127537.0493407738,376791.7330908014
522,LIVCHAW,2008,E LIVINGSTON AVE & S CHAMPION AVE,,39.949748,-82.970345,,,,,,0,1127294.3975399046,376802.19479698094
523,LIVOHIW,2009,E LIVINGSTON AVE & S OHIO AVE,,39.949822,-82.971857,,,,,,0,1127164.705362658,376807.9942331889
524,LIVANNW,2012,E LIVINGSTON AVE & ANN ST,,39.951749,-82.980546,,,,,,0,1126416.3571538595,377007.6315808755
525,LIVPARW,2013,E LIVINGSTON AVE & PARSONS AVE,,39.95232,-82.983164,,,,,,0,1126190.9077069366,377066.7349740184
526,LIVGRANW,2015,E LIVINGSTON AVE & S GRANT AVE,0 E LIVINGSTON AVE & S GRANT AVE,39.952559,-82.989337,,,,,,0,1125661.5719169069,377083.5245593077
527,LIVMOHW,2016,E LIVINGSTON AVE & MOHAWK ST,,39.952709,-82.99312,,,,,,0,1125337.1735509047,377094.2250541757
528,BRYRHOW,2036,BRYDEN RD & RHOADS AVE,,39.960125,-82.949884,,,,,,0,1129025.8644619354,377983.6877322537
529,BRYFAIW,2041,BRYDEN RD & FAIRWOOD AVE,,39.960189,-82.952495,,,,,,0,1128802.0723309503,377986.58586197114
530,TOWWASW,2055,E TOWN ST & S WASHINGTON AVE,,39.9604,-82.986756,,,,,,0,1125866.8212042204,377955.67163381027
531,TOWGRAE,2065,E TOWN ST & S GRANT AVE,,39.959899,-82.989878,,,,,,0,1125600.3998185638,377895.31998049153
532,TOWWASE,2066,E TOWN ST & S WASHINGTON AVE,,39.960286,-82.986557,,,,,,0,1125884.098463927,377943.3617911476
533,TOWLESE,2067,E TOWN ST & LESTER DR,,39.96061,-82.983604,,,,,,0,1126136.3981096535,377983.8627345293
534,BRYPARE,2068,BRYDEN RD & PARSONS AVE,,39.960597,-82.981402,,,,,,0,1126325.0488412015,377985.88153000944
535,BRYMONE,2069,BRYDEN RD & S MONROE AVE,,39.96055,-82.978672,,,,,,0,1126558.9974508765,377984.9723933665
536,BRY18TE,2070,BRYDEN RD & S 18TH ST,,39.960503,-82.975626,,,,,,0,1126820.014977246,377984.56972544896
537,BRYCHAE,2073,BRYDEN RD & S CHAMPION AVE,,39.960389,-82.968982,,,,,,0,1127389.3762151836,377982.45446137513
538,BRYWILE,2074,BRYDEN RD & WILSON AVE,,39.960347,-82.966618,,,,,,0,1127591.9637398536,377981.5540141261
539,BRYOPPE,2075,BRYDEN RD & KENDALL PL,,39.960287,-82.962925,,,,,,0,1127908.431259262,377980.7805724327
540,BRYMILE,2076,BRYDEN RD & MILLER AVE,,39.960242,-82.960229,,,,,,0,1128139.4646585847,377980.09246375575
541,BRYKELE,2077,BRYDEN RD & KELTON AVE,,39.960211,-82.957794,,,,,,0,1128348.1119550844,377980.5453092316
542,BRYMORE,2078,BRYDEN RD & MORRISON AVE,,39.960142,-82.955148,,,,,,0,1128574.9122719911,377977.1348400741
543,BRYFAIE,2079,BRYDEN RD & FAIRWOOD AVE,,39.96009,-82.952904,,,,,,0,1128767.2421892416,377974.96989255364
544,BRYMORW,2082,BRYDEN RD & MORRISON AVE,,39.960251,-82.954738,,,,,,0,1128609.8076891259,377989.8585765007
545,BRYKELW,2083,BRYDEN RD & KELTON AVE,,39.960316,-82.958289,,,,,,0,1128305.4933697109,377991.3800064763
546,BRYMILW,2084,BRYDEN RD & MILLER AVE,,39.960349,-82.960281,,,,,,0,1128134.7898526904,377991.8559709431
547,BRYALTW,2085,BRYDEN RD & LOEFFLER AVE,,39.960403,-82.963271,,,,,,0,1127878.5541953389,377993.0728850189
548,BRYWILW,2086,BRYDEN RD & WILSON AVE,,39.960463,-82.966225,,,,,,0,1127625.3902652923,377995.0207801218
549,BRYCHAW,2087,BRYDEN RD & S CHAMPION AVE,,39.960494,-82.969013,,,,,,0,1127386.5056647793,377994.03033282165
550,BRYOHIW,2088,BRYDEN RD & S OHIO AVE,,39.960537,-82.970891,,,,,,0,1127225.5475229064,377995.81665873516
551,BRYMONW,2091,BRYDEN RD & S MONROE AVE,,39.960677,-82.978813,,,,,,0,1126546.6609010925,377998.8111488435
552,BRYPARW,2092,BRYDEN RD & PARSONS AVE,,39.960724,-82.981644,,,,,,0,1126304.0610821038,377999.5619947709
553,TOWLESW,2093,E TOWN ST & LESTER DR,,39.960763,-82.983454,,,,,,0,1126148.936829257,378001.03748530033
554,FREANNE,2110,FREBIS AVE & ANN ST,,39.935337,-82.981334,,,,,,0,1126382.1848962854,375189.39625929424
555,FRE18TE,2111,FREBIS AVE & S 18TH ST,,39.935206,-82.978535,,,,,,0,1126622.3124090733,375179.2983544457
556,FRESTUE,2116,FREBIS AVE & STUDER AVE,,39.934572,-82.965231,,,,,,0,1127763.7037535203,375130.16074158356
557,LOCSHES,2117,LOCKBOURNE RD & SHELDON AVE,,39.932993,-82.964624,,,,,,0,1127818.9649285895,374956.3159393779
558,LOCMARS,2118,LOCKBOURNE RD & E MARKISON AVE,,39.930504,-82.96483,,,,,,0,1127806.4235060005,374680.4341209531
559,LOCSMIS,2119,LOCKBOURNE RD & SMITH RD,,39.92734,-82.96508,,,,,,0,1127791.4958334127,374329.7555837319
560,LOCREES,2120,LOCKBOURNE RD & REEB AVE,,39.924354,-82.965354,,,,,,0,1127774.1434204844,373998.7467213331
561,LOC234S,2123,2341 LOCKBOURNE RD,,39.916746,-82.965949,,,,,,0,1127738.7607110816,373155.54410769476
562,KOEACRE,2124,1130 KOEBEL RD,1130 KOEBEL RD & LOCKBOURNE RD,39.912571,-82.965484,,,,,,0,1127787.1921864655,372694.0871728427
563,KOEEDSLE,2126,KOEBEL & EDSEL AVE,KOEBEL RD & EDSEL AVE,39.912313,-82.960481,,,,,,0,1128216.6120151628,372673.4923445876
564,KOEFAIE,2127,KOEBEL RD & FAIRWOOD AVE,,39.912145,-82.957117,,,,,,0,1128505.3428412003,372660.26598287537
565,FAIFABS,2128,FAIRWOOD AVE & FABER AVE,,39.908924,-82.957155,,,,,,0,1128508.7349564256,372303.6255657497
566,FAIWATS,2130,FAIRWOOD AVE & WATKINS RD,,39.904988,-82.957444,,,,,,0,1128492.0828808101,371867.4326953447
567,CAM132N,2136,1320 CAMBRIDGE BLVD,,39.983638,-83.057999,,,,,,0,1119719.2863730518,380419.696682379
568,NAG6THE,2137,E NAGHTEN ST & N 6TH ST,289 E NAGHTEN ST & N 6TH ST,39.968627,-82.993035,,,,,,0,1125312.3769358546,378856.7181023146
569,FAIWATN,2139,FAIRWOOD AVE & WATKINS RD,,39.904649,-82.957347,,,,,,0,1128501.0990947143,371830.0592484154
570,FAIFABN,2140,FAIRWOOD AVE & FABER AVE,,39.908535,-82.957028,,,,,,0,1128520.4259648798,372260.7646439272
571,KOEFAIW,2141,KOEBEL RD & FAIRWOOD AVE,,39.912235,-82.957165,,,,,,0,1128501.0421555655,372670.1526913531
572,SAICLEN,2143,ST ANNS W SVC RD & ST ANNS #1 ENT,,40.113474,-82.947501,,,,,,0,1128911.2988892454,394967.5282834836
573,LOCMARN,2145,LOCKBOURNE RD & MARION RD,,39.923086,-82.96524,,,,,,0,1127786.5180819542,373858.551053017
574,LOCINNN,2146,LOCKBOURNE RD & E INNIS AVE,,39.925153,-82.965124,,,,,,0,1127792.2159333494,374087.5676731416
575,LOCSMIN,2147,LOCKBOURNE RD & SMITH RD,,39.927354,-82.964936,,,,,,0,1127803.8087346675,374331.5344448
576,LOCMOLN,2149,LOCKBOURNE RD & MOLER RD,,39.93251,-82.964527,,,,,,0,1127828.2699316083,374902.9977438528
577,FRESTUW,2150,FREBIS AVE & STUDER AVE,,39.934698,-82.965863,,,,,,0,1127709.285264325,375143.1057728493
578,FREOAKW,2152,FREBIS AVE & OAKWOOD AVE,,39.934883,-82.969789,,,,,,0,1127372.4645966587,375157.3575259106
579,FREOHIW,2153,FREBIS AVE & S OHIO AVE,,39.935034,-82.972775,,,,,,0,1127116.2688181754,375169.3477153814
580,FREGILW,2154,FREBIS AVE & GILBERT ST,,39.935152,-82.975271,,,,,,0,1126902.1321300552,375178.4674918939
581,FRE18TW,2155,FREBIS AVE & S 18TH ST,,39.935306,-82.978521,,,,,,0,1126623.3086291556,375190.39139166754
582,FREANNW,2156,FREBIS AVE & ANN ST,,39.935443,-82.981373,,,,,,0,1126378.6274721106,375201.0701920376
583,FREPARW,2157,FREBIS AVE & PARSONS AVE,,39.935536,-82.983382,,,,,,0,1126206.2773333173,375208.20968317986
584,KIMCOUE,2167,KIMBERLY PKWY N & COURTRIGHT RD,,39.921481,-82.89636,,,,,,0,1133693.7472399964,373792.9030974322
585,LONTALE,2171,E LONG ST & TALMADGE AVE,,39.967372,-82.979447,,,,,,0,1126478.7348145337,378739.05168212054
586,LON17TE,2172,E LONG ST & N 17TH ST,,39.967731,-82.976765,,,,,,0,1126707.719420471,378783.02266157116
587,LON20TE,2173,E LONG ST & N 20TH ST,,39.968025,-82.97379,,,,,,0,1126961.9293939418,378820.26750659605
588,LONOHIE,2175,E LONG ST & N OHIO AVE,,39.968419,-82.970112,,,,,,0,1127276.143769071,378869.7062283426
589,LONCHAE,2176,E LONG ST & GOVERNOR PL,,39.968601,-82.968591,,,,,,0,1127406.043663085,378892.2661405137
590,LONWINE,2177,E LONG ST & WINNER AVE,,39.96888,-82.966175,,,,,,0,1127612.3994322766,378926.9884358838
591,GRESHEW,2184,GREENWAY AVE S & SHERBOURNE DR,,39.971629,-82.95006,,,,,,0,1128986.9236489085,379257.0685708353
592,GREGREW,2185,GREENWAY AVE & GREENWAY AVE S,,39.973629,-82.952466,,,,,,0,1128776.7202563756,379474.6429901647
593,LONWINW,2192,E LONG ST & WINNER AVE,,39.968993,-82.966308,,,,,,0,1127600.776263034,378939.2881787197
594,LONOHIW,2194,E LONG ST & N OHIO AVE,,39.968598,-82.969805,,,,,,0,1127302.0716900646,378890.0105253408
595,LON20TW,2195,E LONG ST & N 20TH ST,,39.968198,-82.973344,,,,,,0,1126999.7759899525,378840.12592129107
596,LON18TW,2196,E LONG ST & N 18TH ST,,39.967928,-82.975719,,,,,,0,1126796.9081629144,378806.48314269364
597,LONMONW,2197,E LONG ST & N MONROE AVE,,39.967571,-82.978851,,,,,,0,1126529.3779297317,378762.02214210946
598,MAISTAE,2198,W MAIN ST & N STATE ST,0 W MAIN ST & E MAIN ST,40.126627,-82.932966,,,,,,0,1130125.6985480606,396447.55199022393
599,HIGBLENS,2201,S HIGH ST & W BLENKNER ST,,39.951772,-82.998746,,,,,,0,1124857.066015905,376981.73066318757
600,HIGSYCS,2202,S HIGH ST & W SYCAMORE ST,,39.948724,-82.998147,,,,,,0,1124914.5050091962,376645.20769241697
601,HIGFRANS,2203,S HIGH ST & W FRANKFORT ST,,39.947241,-82.997858,,,,,,0,1124942.2443947461,376481.4699293638
602,HIGWHIS,2205,S HIGH ST & W WHITTIER ST,,39.944223,-82.997267,,,,,,0,1124998.9450495206,376148.2591614672
603,HIGSTES,2206,S HIGH ST & STEWART AVE,,39.942096,-82.996857,,,,,,0,1125038.3503127731,375913.41290989483
604,HIGGRES,2207,S HIGH ST & GREENLAWN AVE,,39.93921,-82.9963,,,,,,0,1125091.8803702535,375594.7667681365
605,4THJENS,2212,S 4TH ST & E JENKINS AVE,,39.933129,-82.992823,,,,,,0,1125402.0810640736,374926.95463166886
606,4THMARS,2213,S 4TH ST & E MARKISON AVE,,39.931147,-82.992965,,,,,,0,1125393.906093146,374707.30666059395
607,4THWOOS,2214,S 4TH ST & E WOODROW AVE,,39.927723,-82.993238,,,,,,0,1125377.4085366917,374327.81282551517
608,4THREES,2215,S 4TH ST & REEB AVE,,39.924943,-82.993457,,,,,,0,1125364.2393752972,374019.70152991277
609,HIG210S,2218,2101 S HIGH ST,,39.91941,-82.995505,,,,,,0,1125199.8364841116,373403.96331963106
610,HIGDERS,2221,S HIGH ST & DERING AVE,0 S HIGH ST & DERING AVE,39.912668,-82.995451,,,,,,0,1125218.0285601423,372657.6631879513
611,HIGCASS,2223,S HIGH ST & W CASTLE RD,,39.907428,-82.99547,,,,,,0,1125226.941167102,372077.5366303426
612,HIGALCS,2224,S HIGH ST & W ALCOTT RD,,39.905666,-82.995471,,,,,,0,1125230.4000610416,371882.4730940788
613,HIGSOUGS,2226,S HIGH ST & SOUTHGATE DR,,39.901091,-82.995468,,,,,,0,1125239.860799509,371376.0057209743
614,HIGRUMS,2227,S HIGH ST & RUMSEY RD,,39.894288,-82.995632,,,,,,0,1125239.4829276286,370622.6362946783
615,HIGWILS,2228,S HIGH ST & WILLIAMS RD,,39.892059,-82.996579,,,,,,0,1125162.7563112446,370374.40565032733
616,HIG365N,2234,3650 S HIGH ST,,39.886945,-82.998628,,,,,,0,1124997.30931147,369805.08860969776
617,HIGWILN1,2235,S HIGH ST & WILLIAMS RD,,39.892144,-82.996298,,,,,,0,1125186.6826126338,370384.25293418404
618,HIGRUMN,2236,S HIGH ST & RUMSEY RD,,39.894545,-82.99532,,,,,,0,1125265.7205174437,370651.57303672296
619,HIGSOUGN,2237,S HIGH ST & SOUTHGATE DR,,39.901521,-82.995214,,,,,,0,1125260.7742625596,371424.00418024
620,HIGSCHVN,2239,S HIGH ST & SCHRYVER RD,,39.903941,-82.995231,,,,,,0,1125254.447547528,371691.8817188208
621,HIGALCN,2240,S HIGH ST & E ALCOTT RD,S HIGH ST & W ALCOTT RD,39.905892,-82.995237,,,,,,0,1125250.0076565526,371907.85695803806
622,HIGCASN,2241,S HIGH ST & E CASTLE RD,,39.907473,-82.99525,,,,,,0,1125245.7120967857,372082.8611298043
623,HIGDELN,2243,S HIGH ST & DELRAY RD,,39.910792,-82.99525,,,,,,0,1125239.0342014008,372450.29218309245
624,HIG205N,2245,2050 S HIGH ST,2050 Unit KINGSTON,39.919658,-82.995279,,,,,,0,1125218.709648785,373431.7707766864
625,HOSHIGE,2246,HOSACK ST & S HIGH ST,,39.922754,-82.994753,,,,,,0,1125257.5653843852,373775.34108920675
626,4THINNN,2248,S 4TH ST & E INNIS AVE,,39.926067,-82.993243,,,,,,0,1125380.3165905068,374144.4715300376
627,4THWELN,2249,S 4TH ST & E WELCH AVE,,39.930244,-82.992904,,,,,,0,1125400.953707369,374607.43129241874
628,4THSOUN,2250,S 4TH ST & SOUTHWOOD AVE,,39.932194,-82.992753,,,,,,0,1125409.9644893056,374823.5502717274
629,HIGMITN,2254,S HIGH ST & E MITHOFF ST,,39.938505,-82.996029,,,,,,0,1125116.5202032095,375517.1373386084
630,HIGWHIN,2257,S HIGH ST & E WHITTIER ST,,39.944217,-82.997042,,,,,,0,1125018.2358528397,376147.9448152862
631,HIGCOLN,2258,S HIGH ST & E COLUMBUS ST,0 S HIGH ST & E KOSSUTH ST,39.946036,-82.997378,,,,,,0,1124985.7915002457,376348.8076816753
632,HIGSYCN,2259,S HIGH ST & E SYCAMORE ST,,39.948721,-82.997922,,,,,,0,1124933.7883888455,376645.2252431931
633,MAIGRANE,2266,E MAIN ST & S GRANT AVE,,39.957245,-82.989172,,,,,,0,1125666.239456178,377602.58726282185
634,MAIWASE,2267,E MAIN ST & S WASHINGTON AVE,,39.957588,-82.986156,,,,,,0,1125923.911199498,377645.2823043631
635,MAIALLE,2268,E MAIN ST & ALLEN AVE,,39.957971,-82.979578,,,,,,0,1126486.6341744338,377698.01402785245
636,MAIGILE,2270,E MAIN ST & GILBERT ST,,39.957845,-82.973671,,,,,,0,1126992.908562728,377693.37799917394
637,MAIOHIE,2271,E MAIN ST & S OHIO AVE,,39.957794,-82.970993,,,,,,0,1127222.4212555976,377691.9664183586
638,MAICHAE,2272,E MAIN ST & S CHAMPION AVE,,39.957753,-82.969033,,,,,,0,1127390.406852345,377690.53142369445
639,MAIKIME,2275,E MAIN ST & KIMBALL PL,,39.957657,-82.96379,,,,,,0,1127839.7409299337,377688.2269677834
640,MAIMILLE,2276,E MAIN ST & MILLER AVE,,39.957619,-82.960893,,,,,,0,1128087.988167856,377688.6318505757
641,MAIKELTE,2277,E MAIN ST & KELTON AVE,,39.957587,-82.958854,,,,,,0,1128262.723324402,377688.34045332903
642,MAISEYE,2279,E MAIN ST & SEYMOUR AVE,,39.957468,-82.954631,,,,,,0,1128624.728979528,377681.913745753
643,MAIBULE,2280,E MAIN ST & BULEN AVE,,39.957399,-82.951334,,,,,,0,1128907.3068667627,377679.5562252884
644,MAIRHOE,2281,E MAIN ST & RHOADS AVE,,39.95736,-82.948969,,,,,,0,1129109.9837561157,377679.0342094578
645,MAIPARE,2283,E MAIN ST & S PARKVIEW AVE,,39.957207,-82.941985,,,,,,0,1129708.5816209004,377673.3391630708
646,MAIDREE,2285,E MAIN ST & S DREXEL AVE,,39.957103,-82.937835,,,,,,0,1130064.3059552582,377668.5310457427
647,MAIEUCE,2287,E MAIN ST & EUCLAIRE AVE,,39.95699,-82.933552,,,,,,0,1130431.4433793784,377662.9607014642
648,MAIMONE,2288,E MAIN ST & MONTROSE AVE,,39.956922,-82.930727,,,,,,0,1130673.5882990353,377660.0205944374
649,MAIROOE,2289,E MAIN ST & S ROOSEVELT AVE,,39.956836,-82.927526,,,,,,0,1130947.9813516596,377655.708650119
650,MAIBROE,2291,E MAIN ST & S BROADLEIGH RD,,39.956718,-82.922844,,,,,,0,1131349.3118071686,377650.28379113926
651,EASOFFE,2292,EASTGREEN BLVD & OFFICEVIEW PL,,39.938296,-82.829369,,,,,,0,1139397.999094999,375768.22258492606
652,MAIBROE1,2293,E MAIN ST & BROOKSIDE DR,,39.956578,-82.917553,,,,,,0,1131802.8597568707,377643.44506804994
653,MAIJAME,2294,E MAIN ST & S JAMES RD,,39.956515,-82.915038,,,,,,0,1132018.440173455,377640.597549113
654,MAIWEYE,2296,E MAIN ST & S WEYANT AVE,,39.956327,-82.908654,,,,,,0,1132565.7242245656,377630.29071612225
655,MAIBARE,2297,E MAIN ST & BARNETT RD,,39.956227,-82.905572,,,,,,0,1132829.9568471424,377624.3075582278
656,MAIMAPE,2298,E MAIN ST & MAPLEWOOD AVE,,39.956158,-82.903244,,,,,,0,1133029.5323822454,377620.5184234653
657,MAICOLWE,2299,E MAIN ST & COLLINGWOOD AVE,,39.956092,-82.900998,,,,,,0,1133222.077288449,377616.9312981139
658,MAIKARE,2302,E MAIN ST & KARL ST,,39.955762,-82.889033,,,,,,0,1134247.7703453812,377600.30373212905
659,MAIYEAE,2303,E MAIN ST & S YEARLING RD,,39.955679,-82.886672,,,,,,0,1134450.2053658133,377595.06093793607
660,MAIWESE1,2305,E MAIN ST & WESTPHAL AVE,,39.955562,-82.882524,,,,,,0,1134805.7985041535,377589.05521371355
661,MAIBERE,2306,E MAIN ST & BERNHARD RD,,39.955496,-82.880056,,,,,,0,1135017.3638980067,377585.890642344
662,MAIHAME,2307,E MAIN ST & S HAMILTON RD,,39.955398,-82.877192,,,,,,0,1135262.922730288,377579.85612631706
663,MAIMANE,2309,E MAIN ST & MANFELD DR,,39.954942,-82.861671,,,,,,0,1136593.5359411095,377555.619239963
664,MAIMANW,2313,E MAIN ST & MANFELD DR,,39.955105,-82.861952,,,,,,0,1136569.1059372982,377573.1875685721
665,MAIHAMW,2315,E MAIN ST & S HAMILTON RD,,39.955541,-82.876401,,,,,,0,1135330.3729871195,377597.01921720663
666,MAIBERW,2316,E MAIN ST & BERNHARD RD,,39.955657,-82.879891,,,,,,0,1135031.1491511893,377603.9922934404
667,MAIWESW,2317,E MAIN ST & WESTPHAL AVE,,39.955706,-82.882081,,,,,,0,1134843.4360699418,377605.74067988025
668,MAIYEAW,2319,E MAIN ST & S YEARLING RD,,39.955832,-82.886131,,,,,,0,1134496.2194392942,377612.90483932896
669,MAIKARW,2320,E MAIN ST & KARL ST,,39.955909,-82.889028,,,,,,0,1134247.8813741207,377616.5866504519
670,MAIROBW,2322,E MAIN ST & ROBINWOOD AVE,,39.95611,-82.896314,,,,,,0,1133623.2934508412,377626.6991005327
671,MAICOLWW,2323,E MAIN ST & COLLINGWOOD AVE,,39.956238,-82.90038,,,,,,0,1133274.705424646,377634.1196896825
672,MAIMAPW,2324,E MAIN ST & MAPLEWOOD AVE,,39.956324,-82.90347,,,,,,0,1133009.8170851495,377638.52257730847
673,MAIRUBW,2325,E MAIN ST & RUBY AVE,,39.9564,-82.906072,,,,,,0,1132786.7550118417,377642.63458282605
674,MAIWEYW,2326,E MAIN ST & S WEYANT AVE,WEYANT LOOP SVC & E MAIN ST,39.956474,-82.908408,,,,,,0,1132586.4844097022,377646.971121171
675,MAIJAMW,2329,E MAIN ST & S JAMES RD,,39.956644,-82.914429,,,,,,0,1132070.336069616,377655.8798577569
676,MAIEASW,2331,E MAIN ST & EASTMOOR BLVD,,39.95676,-82.918595,,,,,,0,1131713.2116815625,377661.88666062197
677,MAICHEW,2332,E MAIN ST & S CHESTERFIELD RD,,39.956827,-82.920937,,,,,,0,1131512.4437308952,377665.46962429385
678,MAIKENW,2333,E MAIN ST & KENWICK RD,,39.956885,-82.923679,,,,,,0,1131277.4293383074,377667.40865913336
679,MAIROOW,2334,E MAIN ST & S ROOSEVELT AVE,,39.956979,-82.927248,,,,,,0,1130971.4949624876,377671.99348147947
680,MAIREMW,2335,E MAIN ST & S REMINGTON RD,,39.957052,-82.930138,,,,,,0,1130723.771447308,377675.37096266216
681,MAICASW1,2337,E MAIN ST & S CASSADY AVE,,39.957147,-82.933815,,,,,,0,1130408.5844249425,377679.9158738594
